"Tree_ID","Address","Tree_Species","Species_Desc","Common_Name","Age_Desc","Height","Spread","Trunk","Actual_Trunk_cm","Condition","Lat","Long"
13612,"Burrow Road, Portrane","ACPL","Acer platanoides","Norway Maple","Young",NA,"Up to 3 metres","1cm - 10cm",10,"Fair to Good",53.4940057805,-6.1113648062
16280,"Swords Manor Crescent, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",30,"Fair",53.4624902935,-6.2436499468
2036,"Beverton Green, Donabate","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature","10 metres","Up to 3 metres","1cm - 10cm",8,"Fair to Good",53.4914271791,-6.157168791
3032,"Beverton Grove, Donabate","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",11,"Fair to Good",53.4895707204,-6.1601409513
14828,"Berwick Way, Swords","ACPL","Acer platanoides","Norway Maple","Newly Planted","10 metres","3 to 6 metres","21cm to 30cm",22,"Fair to Good",53.4620943076,-6.2499198997
207004,"Burrow Court Carrickhill Hts","ACPL","Acer platanoides","Norway Maple","Mature"," 15 metres","6 to 9 metres","31cm to 40cm",37,"Fair to Good",53.4293574124,-6.1294916236
20048,"Brookdale Road, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",23,"Fair to Good",53.452951744,-6.2489762177
420,"Tower View Heights, Portrane","ACPL","Acer platanoides","Norway Maple","Young",NA,"3 to 6 metres","11cm to 20cm",14,"Fair to Good",53.491346649,-6.1063847988
42556,"Temple Ville, Balbriggan","ACPS","Acer pseudoplatanus","Sycamore","Young","10 metres","3 to 6 metres","11cm to 20cm",17,"Good",53.6130807508,-6.1939577084
32000,"Martine Court, Skerries","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",20,"Good",53.5765464517,-6.1128611538
32200,"Millhill Park, Skerries","ACPL","Acer platanoides","Norway Maple","Young",NA,"3 to 6 metres","11cm to 20cm",13,"Fair",53.5748151721,-6.1127572778
34464,"Shenick Grove, Skerries","ACPL","Acer platanoides","Norway Maple","Mature","10 metres","6 to 9 metres","21cm to 30cm",27,"Good",53.5714213605,-6.1063667305
34472,"Shenick Grove, Skerries","PRSPA","Prunus serrulata","Japanese Cherry","Mature","10 metres","6 to 9 metres","21cm to 30cm",26,"Good",53.5712304277,-6.1056930422
49416,"Killeen Park, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",25,"Good",53.449502347,-6.1798562146
52744,"Ard Na Mara, Malahide","ACPLD","Acer platanoides 'Drummondii'","Harlequin Maple","Semi-Mature","10 metres","6 to 9 metres","11cm to 20cm",20,"Good",53.4487188722,-6.172204521
15264,"Berwick Grove, Swords","ACPL","Acer platanoides","Norway Maple","",NA,"","21cm to 30cm",21,"",53.4634317801,-6.2485218219
7408,"Eden Grove, Donabate","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",29,"Fair",53.4936551,-6.1485379049
43508,"Seabury Heights, Malahide","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young","10 metres","Up to 3 metres","11cm to 20cm",11,"Good",53.4537138562,-6.1873631742
48104,"Seabury Drive, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",26,"Good",53.4541783088,-6.1772303236
48108,"Seabury Drive, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",29,"Good",53.4542469188,-6.1774864812
28420,"Ridgewood Close, Swords","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","11cm to 20cm",12,"Good",53.4483419865,-6.24783015
29020,"Ridgewood Avenue, Forrest Great","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","1cm - 10cm",9,"Good",53.4482026752,-6.2505371011
29044,"Ridgewood Avenue, Forrest Great","","","","",NA,"","",0,"",53.4481882394,-6.2504533994
48016,"Seabury Drive, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","6 to 9 metres","31cm to 40cm",35,"Good",53.4544711743,-6.1779491525
48112,"Seabury Drive, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",25,"Good",53.4543006117,-6.177695554
16200,"Swords Manor Crescent, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",27,"Fair to Good",53.462136373,-6.2433043841
17404,"Valley View, Swords","STMP","Stump","Stump","",NA,"","",0,"",53.4612717076,-6.2414157676
18444,"Milesian Lawn, Swords","ACPS","Acer pseudoplatanus","Sycamore","Mature"," 15 metres","9 to 12 metres","31cm to 40cm",39,"Fair",53.4516991777,-6.2074483957
18448,"Milesian Lawn, Swords","ACPL","Acer platanoides","Norway Maple","",NA,"","21cm to 30cm",26,"",53.4516311435,-6.2074417783
2016,"Beverton Green, Donabate","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",11,"Good",53.4909971385,-6.1564256019
20824,"Brookdale Park, Swords","PRSPA","Prunus serrulata","Japanese Cherry","Mature","10 metres","6 to 9 metres","21cm to 30cm",26,"Good",53.4527318222,-6.2485572749
428,"Tower View Heights, Portrane","ACPL","Acer platanoides","Norway Maple","Young",NA,"3 to 6 metres","11cm to 20cm",20,"Fair to Good",53.4913257558,-6.1067277825
17008,"Swords Manor Drive, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",23,"Fair",53.461469216,-6.243283759
17608,"Cianlea, Swords","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",25,"Fair to Good",53.4667298334,-6.2408183637
17700,"Cianlea, Swords","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young","10 metres","3 to 6 metres","1cm - 10cm",10,"Fair",53.4654663313,-6.2414240515
17712,"Cianlea, Swords","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"Up to 3 metres","1cm - 10cm",5,"Fair",53.4654366308,-6.241201204
42052,"Gaybrook Lawns, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",17,"Good",53.4460103599,-6.1780080231
42056,"Gaybrook Lawns, Malahide","ACPL","Acer platanoides","Norway Maple","Young",NA,"Up to 3 metres","1cm - 10cm",5,"Good",53.4460345693,-6.1781576584
42572,"Temple Ville, Balbriggan","ACPS","Acer pseudoplatanus","Sycamore","Young","10 metres","3 to 6 metres","11cm to 20cm",17,"Good",53.6131199432,-6.1942621943
43064,"Bayside Boulevard South, Sutton","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",26,"Good",53.3880881379,-6.1391872701
28760,"Ridgewood Park, Swords","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","11cm to 20cm",11,"Good",53.4474787199,-6.2472316887
32320,"Millhill Park, Skerries","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",28,"Fair",53.5758257078,-6.1114515236
45464,"Seabury Glen, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",24,"Good",53.4562919705,-6.183926587
45504,"Seabury Glen, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",22,"Good",53.4556791619,-6.1841659379
46012,"Seabury Lane, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","31cm to 40cm",35,"Good",53.4515552137,-6.1814475177
46104,"Seabury Lane, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","3 to 6 metres","11cm to 20cm",20,"Good",53.4521594737,-6.1837463723
52696,"Ard Na Mara, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Mature"," 15 metres","Over 12 metres","41cm - 50cm",47,"Good",53.4497539154,-6.1733214294
52720,"Ard Na Mara, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","31cm to 40cm",32,"Good",53.4491090596,-6.1733325577
5696,"South Bank, Swords","ACPS","Acer pseudoplatanus","Sycamore","Newly Planted","10 metres","3 to 6 metres","1cm - 10cm",9,"Fair - Poor",53.4675953961,-6.2231076432
6916,"The Rise, Melrose Park","TISP","Tilia spp.","Lime","Mature","10 metres","3 to 6 metres","21cm to 30cm",22,"Good",53.4455716389,-6.2029823446
42228,"Estuary Road, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","3 to 6 metres","21cm to 30cm",23,"Good",53.4548799381,-6.1812963466
42352,"Estuary Road, Malahide","ACPL","Acer platanoides","Norway Maple","Newly Planted",NA,"Up to 3 metres","1cm - 10cm",6,"Good",53.4518430496,-6.1844362664
42368,"Estuary Road, Malahide","TISP","Tilia spp.","Lime","Young","10 metres","6 to 9 metres","11cm to 20cm",18,"Good",53.4533004566,-6.1830325401
43492,"Seabury Heights, Malahide","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"Up to 3 metres","1cm - 10cm",6,"Good",53.4538949276,-6.1872211686
44016,"Tudor Court, Malahide","","","","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",19,"Fair",53.4542578631,-6.1826620903
45460,"Seabury Glen, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",17,"Good",53.4563302117,-6.1839121568
45488,"Seabury Glen, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",27,"Good",53.4559499848,-6.1840110466
41640,"Abington, Malahide","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","1cm - 10cm",10,"Good",53.4474577817,-6.1802959112
41744,"Abington, Malahide","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","1cm - 10cm",10,"Good",53.446752197,-6.1806384243
3868,"Hazelwood, Donabate","ACSA","Acer saccharinum","Silver Maple","Young","10 metres","3 to 6 metres","11cm to 20cm",11,"Fair - Poor",53.4893499728,-6.1498280305
20132,"Brookdale Road, Swords","AAAA","Suitable location","","",NA,"","",0,"",53.4545691656,-6.2484754533
20172,"Brookdale Road, Swords","ACCA","Acer campestre","Field Maple","Newly Planted",NA,"Up to 3 metres","1cm - 10cm",9,"Fair to Good",53.4547827089,-6.2486248893
104836,"Broadway Drive, Blanchardstown","TICO","Tilia cordata","Small-Leafed Lime","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",25,"Fair to Good",53.3869031274,-6.3904923217
45492,"Seabury Glen, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",25,"Good",53.4558257891,-6.1840696459
46116,"Seabury Lane, Malahide","ACPL","Acer platanoides","Norway Maple","Young","10 metres","3 to 6 metres","11cm to 20cm",16,"Good",53.4517561777,-6.1820398892
46204,"Seabury Lane, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",22,"Good",53.4522443961,-6.1836343554
33840,"Shenick Drive, Skerries","ACPL","Acer platanoides","Norway Maple","Mature","10 metres","6 to 9 metres","31cm to 40cm",33,"Fair",53.5712713412,-6.1070167133
52496,"Ard Na Mara, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",23,"Good",53.4493358962,-6.1742508562
52500,"Ard Na Mara, Malahide","PRSPA","Prunus serrulata","Japanese Cherry","Mature","10 metres","9 to 12 metres","41cm - 50cm",41,"Good",53.449403535,-6.1744371742
28628,"Ridgewood Park, Swords","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","1cm - 10cm",9,"Good",53.4475991773,-6.2458762133
13608,"Burrow Road, Portrane","ACPL","Acer platanoides","Norway Maple","Young",NA,"Up to 3 metres","11cm to 20cm",13,"Good",53.4938692389,-6.1114701841
2028,"Beverton Green, Donabate","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",13,"Good",53.4913645136,-6.1567473379
32424,"Greenlawns, Skerries","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",25,"Good",53.5737444224,-6.1139438118
32512,"Greenlawns, Skerries","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",17,"Good",53.5721410712,-6.1146639356
32552,"Greenlawns, Skerries","PRSPA","Prunus serrulata","Japanese Cherry","Mature","10 metres","6 to 9 metres","31cm to 40cm",38,"Fair to Good",53.5733425521,-6.1142677358
104856,"Broadway Drive, Blanchardstown","","","","",NA,"","",0,"",53.386915618,-6.3898994878
20816,"Brookdale Park, Swords","PRSPA","Prunus serrulata","Japanese Cherry","Young",NA,"3 to 6 metres","11cm to 20cm",18,"Good",53.4526102158,-6.248420771
3644,"Turvey Avenue, Donabate","SOARI","Sorbus aria","Whitebeam","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",19,"Fair to Good",53.487661927,-6.1595017573
17820,"Cianlea, Swords","AAAA","Suitable location","","",NA,"","",0,"",53.4658870232,-6.24109222
41652,"Abington, Malahide","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","1cm - 10cm",10,"Good",53.4477166852,-6.1800844863
6040,"Glen Ellan Gardens, Swords","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"3 to 6 metres","11cm to 20cm",11,"Good",53.4675268614,-6.2363378325
6064,"Glen Ellan Gardens, Swords","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","Up to 3 metres","11cm to 20cm",11,"Good",53.4677387092,-6.235063579
197404,"Abbeylea Green","AAAA","Suitable location","","",NA,"","",0,"",53.4638768183,-6.2356866136
52376,"Ard Na Mara, Malahide","ACPLS","Acer platanoides 'Crimson Sentry'","Norway Maple","Semi-Mature"," 15 metres","9 to 12 metres","31cm to 40cm",38,"Good",53.4490966936,-6.170587828
52616,"Ard Na Mara, Malahide","PRUSP","Prunus spp.","Cherry","Semi-Mature",NA,"3 to 6 metres","21cm to 30cm",26,"Good",53.4508991448,-6.1720318163
29472,"Ridgewood Avenue, Forrest Great","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","11cm to 20cm",11,"Good",53.444865341,-6.2437054357
32540,"Greenlawns, Skerries","PRUSP","Prunus spp.","Cherry","Mature","10 metres","9 to 12 metres","31cm to 40cm",38,"Fair to Good",53.5728932444,-6.1145751956
104840,"Broadway Drive, Blanchardstown","AAAA","Suitable location","","",NA,"","",0,"",53.3870794001,-6.3903300999
17840,"Cianlea, Swords","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",26,"Fair to Good",53.466826363,-6.2408990035
17856,"Cianlea, Swords","PYCA","Pyrus calleryana","Pear","Young",NA,"Up to 3 metres","",0,"Fair to Good",53.4672692529,-6.2390919108
26376,"Old Town Hall, Oldtown","ACPS","Acer pseudoplatanus","Sycamore","Mature","10 metres","3 to 6 metres","21cm to 30cm",25,"Good",53.521877361,-6.3156888718
5704,"","ACPS","Acer pseudoplatanus","Sycamore","Newly Planted","10 metres","3 to 6 metres","1cm - 10cm",9,"Fair to Good",53.4674363057,-6.2227971364
42692,"Lissadel Crescent, Malahide","ACPL","Acer platanoides","Norway Maple","Mature"," 15 metres","9 to 12 metres","21cm to 30cm",30,"Good",53.4529329181,-6.1874550128
42808,"Lissadel Park, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","6 to 9 metres","31cm to 40cm",32,"Good",53.4524844737,-6.187026402
42336,"Estuary Road, Malahide","ACPL","Acer platanoides","Norway Maple","Newly Planted",NA,"Up to 3 metres","1cm - 10cm",7,"Good",53.4513547533,-6.1849275434
42456,"Estuary Road, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Young","10 metres","3 to 6 metres","11cm to 20cm",11,"Good",53.4554653792,-6.1809184144
46000,"Seabury Lane, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","3 to 6 metres","21cm to 30cm",24,"Good",53.4516373621,-6.181660936
46008,"Seabury Lane, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","3 to 6 metres","21cm to 30cm",27,"Good",53.4515795184,-6.1815328893
46016,"Seabury Lane, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",22,"Good",53.4515299959,-6.1813788953
629652,"Briarwood Lawn, Blanchardstown","AAAA","Suitable location","","",NA,"","",0,"",53.3973264754,-6.4065930714
2408,"Beverton Crescent, Donabate","AAAA","Suitable location","","",NA,"","",0,"",53.4901311277,-6.1541549436
607304,"Daleview Road, Swords","ACCA","Acer campestre","Field Maple","Young",NA,"Up to 3 metres","1cm - 10cm",6,"Fair to Good",53.464363104,-6.2374123187
42684,"Lissadel Crescent, Malahide","ACPLS","Acer platanoides 'Crimson Sentry'","Norway Maple","Young","10 metres","3 to 6 metres","11cm to 20cm",14,"Good",53.4527937381,-6.187100839
5616,"South Bank, Swords","ACPLS","Acer platanoides 'Crimson Sentry'","Norway Maple","Young","10 metres","3 to 6 metres","21cm to 30cm",23,"Good",53.4676334075,-6.2265053256
264012,"Ashling Heights, Blanchardstown","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",15,"Good",53.3948587405,-6.377347154
8624,"Baltra Hall, Donabate","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"Up to 3 metres","1cm - 10cm",5,"Good",53.4874767636,-6.1448998595
44240,"Seabury Road, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",22,"Good",53.4543290328,-6.1848244204
45200,"Seabury Orchard, Malahide","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"Up to 3 metres","11cm to 20cm",14,"Good",53.4559012639,-6.183838632
45212,"Seabury Orchard, Malahide","ACPLD","Acer platanoides 'Drummondii'","Harlequin Maple","Newly Planted",NA,"","",0,"Good",53.4558503668,-6.1835172602
222408,"Broadway Road, Blanchardstown","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",12,"Good",53.3857616396,-6.3897659971
11016,"The Links, Donabate","PYCA","Pyrus calleryana","Pear","Young",NA,"Up to 3 metres","1cm - 10cm",6,"Good",53.4865039935,-6.1413607075
11040,"The Links, Donabate","PYCA","Pyrus calleryana","Pear","Semi-Mature"," 15 metres","Up to 3 metres","21cm to 30cm",22,"Fair to Good",53.4866009222,-6.1432250285
27932,"Ridgewood Green, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",12,"Good",53.4456416774,-6.2483751369
29824,"Foxgrove, Skerries","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"Up to 3 metres","1cm - 10cm",5,"Fair",53.5776674116,-6.1151423444
45476,"Seabury Glen, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",24,"Good",53.4561229579,-6.183992671
17736,"Cianlea, Swords","POSP","Populus spp.","Poplar","Young","10 metres","3 to 6 metres","",0,"Good",53.4659058909,-6.2421540044
18136,"Milesian Avenue, Swords","TICO","Tilia cordata","Small-Leafed Lime","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",24,"Fair to Good",53.4520515393,-6.2055648697
48028,"Seabury Drive, Malahide","ACPL","Acer platanoides","Norway Maple","Young","10 metres","3 to 6 metres","11cm to 20cm",16,"Good",53.4543863136,-6.1776349742
16212,"Swords Manor Crescent, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",26,"Fair to Good",53.462148981,-6.2425244771
265400,"Allendale Elms, Clonsilla","","","","",NA,"","",0,"",53.390645269,-6.4271851344
3016,"Beverton Grove, Donabate","PRSPA","Prunus serrulata","Japanese Cherry","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",20,"Fair",53.4897183749,-6.1603926657
32532,"Greenlawns, Skerries","PRSPA","Prunus serrulata","Japanese Cherry","Mature","10 metres","6 to 9 metres","21cm to 30cm",25,"Good",53.5726099678,-6.1147667092
32536,"Greenlawns, Skerries","PRSPA","Prunus serrulata","Japanese Cherry","Semi-Mature",NA,"6 to 9 metres","11cm to 20cm",17,"Good",53.57275554,-6.1146753823
14820,"Berwick Way, Swords","ACPL","Acer platanoides","Norway Maple","Newly Planted","10 metres","3 to 6 metres","21cm to 30cm",23,"Fair to Good",53.4620524789,-6.2503646169
20040,"Brookdale Road, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",25,"Good",53.453386809,-6.2488755094
20180,"Brookdale Road, Swords","ALIN","Alnus incana","Grey Alder","Newly Planted","10 metres","Up to 3 metres","11cm to 20cm",14,"Fair to Good",53.4553462685,-6.2486402274
17612,"Cianlea, Swords","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","",0,"Good",53.4645604819,-6.2410052404
17864,"Cianlea, Swords","PYCA","Pyrus calleryana","Pear","Young","10 metres","Up to 3 metres","",0,"Fair to Good",53.46745654,-6.2393674249
43088,"Bayside Boulevard South, Sutton","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature"," 15 metres","9 to 12 metres","31cm to 40cm",32,"Fair to Good",53.3874582088,-6.138680839
28748,"Ridgewood Park, Swords","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","1cm - 10cm",7,"Good",53.4474056627,-6.2471153322
31608,"Kelly's Bay Jetty, Skerries","TISP","Tilia spp.","Lime","Young",NA,"","1cm - 10cm",5,"Fair",53.5819569505,-6.1332982921
33832,"Shenick Drive, Skerries","ACPL","Acer platanoides","Norway Maple","Mature"," 15 metres","6 to 9 metres","41cm - 50cm",47,"Fair to Good",53.5712465182,-6.1071799625
34488,"Shenick Grove, Skerries","ACPL","Acer platanoides","Norway Maple","Mature","10 metres","6 to 9 metres","31cm to 40cm",35,"Fair to Good",53.5709556735,-6.1046863024
34496,"Shenick Grove, Skerries","ACPL","Acer platanoides","Norway Maple","Mature","10 metres","6 to 9 metres","21cm to 30cm",30,"Good",53.5707942657,-6.1041240793
49444,"Killeen Park, Malahide","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"Up to 3 metres","1cm - 10cm",6,"Good",53.4498760835,-6.1796913461
52384,"Ard Na Mara, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",27,"Fair - Poor",53.4488436578,-6.1707530031
52472,"Ard Na Mara, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",29,"Good",53.4488953575,-6.1729852738
52584,"Ard Na Mara, Malahide","PRSPA","Prunus serrulata","Japanese Cherry","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",28,"Fair - Poor",53.4508906346,-6.1721920542
171544,"Lambeecher, Balbriggan","AAAA","Suitable location","","",NA,"","1cm - 10cm",1,"Good",53.6130715753,-6.1868290872
29484,"Ridgewood Avenue, Forrest Great","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","11cm to 20cm",14,"Good",53.4450047445,-6.2451742893
16012,"Berwick Rise, Swords","TICO","Tilia cordata","Small-Leafed Lime","Semi-Mature"," 15 metres","3 to 6 metres","21cm to 30cm",29,"Fair to Good",53.4605257812,-6.2485764563
440,"Tower View Heights, Portrane","ACPL","Acer platanoides","Norway Maple","Young",NA,"3 to 6 metres","11cm to 20cm",18,"Fair to Good",53.491313748,-6.1072175879
17604,"Cianlea, Swords","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",26,"Fair to Good",53.4666868163,-6.2403626418
28724,"Ridgewood Park, Swords","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","1cm - 10cm",10,"Good",53.4476905517,-6.2467930612
16204,"Swords Manor Crescent, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",21,"Fair",53.4621096471,-6.2429048032
18464,"Milesian Lawn, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",26,"Fair",53.4514638916,-6.2072668228
2048,"Beverton Green, Donabate","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"Up to 3 metres","1cm - 10cm",4,"Fair",53.4910565851,-6.1574013974
32504,"Greenlawns, Skerries","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",22,"Good",53.5724208733,-6.1146680871
32548,"Greenlawns, Skerries","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",21,"Fair to Good",53.573181974,-6.1143761898
18916,"Oak Green, Royal Oak","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",23,"Good",53.4018475748,-6.2367621727
20044,"Brookdale Road, Swords","PRSPA","Prunus serrulata","Japanese Cherry","Semi-Mature","10 metres","6 to 9 metres","11cm to 20cm",19,"Fair to Good",53.4531014675,-6.2489405481
20804,"Brookdale Park, Swords","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"Up to 3 metres","1cm - 10cm",7,"Good",53.4525044676,-6.2476441098
17624,"Cianlea, Swords","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",28,"Good",53.4661415916,-6.2409941959
17844,"Cianlea, Swords","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","Up to 3 metres","11cm to 20cm",13,"Fair",53.4673133964,-6.2404469462
32244,"Millhill Park, Skerries","ACPL","Acer platanoides","Norway Maple","Young",NA,"Up to 3 metres","1cm - 10cm",8,"Poor",53.5752477806,-6.1110910842
33812,"Shenick Drive, Skerries","ACPL","Acer platanoides","Norway Maple","Mature","10 metres","6 to 9 metres","31cm to 40cm",37,"Good",53.5719295136,-6.1068767859
48688,"Old Yellow Walls Road, Malahide","ACPL","Acer platanoides","Norway Maple","Young","10 metres","3 to 6 metres","11cm to 20cm",17,"Good",53.4545109852,-6.1767600475
52264,"Ard Na Mara, Malahide","BESP","Betula spp.","Birch","Young","10 metres","3 to 6 metres","11cm to 20cm",11,"Good",53.449905005,-6.1692924872
52344,"Ard Na Mara, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",21,"Good",53.4494848775,-6.1692205461
52352,"Ard Na Mara, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",22,"Fair",53.4495663963,-6.169455936
52508,"Ard Na Mara, Malahide","PRSPA","Prunus serrulata","Japanese Cherry","Mature","10 metres","9 to 12 metres","31cm to 40cm",39,"Fair - Poor",53.4495423781,-6.1748373572
